0.1	0.0
0.2	0.2
0.3	0.4
0.4	0.6
0.5	0.8
0.6	1.0
0.7	1.2
0.8	1.4
0.9	1.6
1.0	1.8
1.1	2.0
1.2	2.2
1.3	2.4
1.4	2.6
1.5	2.8
1.6	3.0
1.7	3.2
1.8	3.4
1.9	3.6
2.0	3.8
2.1	4.0
2.2	4.2
2.3	4.4
2.4	4.6
2.5	4.8
2.6	5.0
2.7	5.2
2.8	5.4
2.9	5.6
3.0	5.8
3.1	6.0
3.2	6.2
3.3	6.4
3.4	6.6
3.5	6.8
3.6	7.0
3.7	7.2
3.8	7.4
3.9	7.6
4.0	7.8
4.1	8.0
4.2	8.2
4.3	8.4
4.4	8.6
4.5	8.8
4.6	9.0
4.7	9.2
4.8	9.4
4.9	9.6
5.0	9.8
5.1	10.0
5.2	10.2
5.3	10.4
5.4	10.6
5.5	10.8
5.6	11.0
5.7	11.2
5.8	11.4
5.9	11.6
6.0	11.8
6.1	12.0
6.2	12.2
6.3	12.4
6.4	12.6
6.5	12.8
6.6	13.0
6.7	13.2
6.8	13.4
6.9	13.6
7.0	13.8
7.1	14.0
7.2	14.2
7.3	14.4
7.4	14.6
7.5	14.8
7.6	15.0
7.7	15.2
7.8	15.4
7.9	15.6
8.0	15.8
8.1	16.0
8.2	16.2
8.3	16.4
8.4	16.6
8.5	16.8
8.6	17.0
8.7	17.2
8.8	17.4
8.9	17.6
9.0	17.8
9.1	18.0
9.2	18.2
9.3	18.4
9.4	18.6
9.5	18.8
9.6	19.0
9.7	19.2
9.8	19.4
9.9	19.6
10.0	19.8
10.1	20.0
