network_Gin_1,network_Gin_2,network_Gin_3,network_cAMP_1,network_cAMP_2,network_cAMP_3,network_Ca_1,network_Ca_2,network_Ca_3,network_S_1,network_S_2,network_S_3,network_I_1,network_I_2,network_I_3,meta_network_Gin_1,meta_network_Gin_2,meta_network_Gin_3,meta_network_cAMP_1,meta_network_cAMP_2,meta_network_cAMP_3,meta_network_Ca_1,meta_network_Ca_2,meta_network_Ca_3,meta_network_S_1,meta_network_S_2,meta_network_S_3,meta_network_I_1,meta_network_I_2,meta_network_I_3
2.5555,2e-12,1.41421356237309e-06,0.0013,1e-12,1e-06,0.000100000000000008,1e-12,1e-06,34,0.0001,0.01,25,0.0001,0.01,4.58349720615786,0.000599999970703126,0.0244948968298118,0.0013000000000169,9.99999999999998e-13,9.99999999999999e-07,0.000100000000294217,9.9999999999925e-13,9.99999999999625e-07,34.0000000000435,0.0001,0.01,25,0.0001,0.01
2.5555,2e-12,1.41421356237309e-06,0.00119566666666667,1.11111123912222e-12,1.05409261411046e-06,0.000100000000000019,1.25147928994096e-12,1.11869535171152e-06,34,0.115699999999991,0.340147027033885,25,0.000138516435986159,0.0117693005733629,4.60442697733634,0.000849994801667534,0.0291546703234239,0.00102900000002247,1.11111123912227e-12,1.05409261411048e-06,0.000100000000441239,1.25147928993918e-12,1.11869535171072e-06,34.0000001000786,0.115699999999918,0.340147027033778,25.000000000016,0.000138516435986159,0.0117693005733629
2.5555,2e-12,1.41421356237309e-06,0.00266232863888889,1.12345695649686e-12,1.05993252450185e-06,9.59871794872188e-05,1.31500657481158e-12,1.14673736086847e-06,33.9999999996181,0.144771005916772,0.380487852521959,24.9999999999994,0.0157731455449809,0.125591184184961,4.62790817297097,0.00109998415550167,0.033166009037894,0.00186147210353448,5.40760600225453e-12,2.32542598296625e-06,8.95769235914711e-05,1.31500657481251e-12,1.14673736086887e-06,34.0000001506446,0.144771005919441,0.380487852525466,25.0000000367975,0.0157731455449669,0.125591184184906
2.5555,2e-12,1.41421356237309e-06,0.00390193583796297,1.12482871460558e-12,1.06057942399689e-06,0.000150390845085515,1.33104363029107e-12,1.15370864185507e-06,32.6356410254864,0.152114760048039,0.39001892267945,24.9999999372019,0.0314236667276017,0.177267218423491,4.65147781476715,0.00134981451584467,0.0367398219353968,0.00260213403516176,1.3144177324486e-11,3.62548994268167e-06,0.000116383542518407,1.33738112889133e-12,1.15645195701824e-06,30.4561540205459,0.152114760048754,0.390018922680367,25.0000000743861,0.0314236667275424,0.177267218423324
2.5555,2e-12,1.41421356237309e-06,0.00469049817515432,1.1249811360565e-12,1.0606512791943e-06,0.000225269877849077,1.33508383960085e-12,1.15545828120311e-06,51.1328873304115,0.153968643661876,0.392388383698952,24.4983976091239,0.0402544224370636,0.20063504787814,4.67837291272742,0.00159938898342742,0.0399923615635214,0.00308259120934016,2.37916437409294e-11,4.87766785881628e-06,0.00015827384895097,1.36237016028822e-12,1.16720613444593e-06,39.570404364539,0.154701258492335,0.393320808618531,23.6971154885226,0.0402544224371284,0.200635047878302
2.5555,2e-12,1.41421356237309e-06,0.00514103225630144,1.1249980729024e-12,1.06065926333691e-06,0.000293038714892061,1.33609961319256e-12,1.15589775204927e-06,76.5917584697011,0.154435691857734,0.392983068156548,31.0480530042389,0.0441937994499514,0.2102232133946,4.7109060932981,0.00184865366696658,0.0429959726831081,0.00336152021489496,3.6663804049896e-11,6.05506433078097e-06,0.000197698126074194,1.40152274383971e-12,1.18385925845926e-06,53.8131088020051,0.157589990559094,0.396976057916714,26.396500622995,0.0442928228661884,0.210458601311964
2.5555,2e-12,1.41421356237309e-06,0.00538505026772548,1.12499995508283e-12,1.06066015060566e-06,0.000344251367303778,1.33635457277257e-12,1.15600803317822e-06,99.6331630643341,0.15455311528522,0.393132439879006,43.682761781211,0.0457383612724393,0.213865287675301,4.75066146366846,0.00209756547210586,0.0457991863694745,0.00351615747227224,5.09622094784453e-11,7.13878207248584e-06,0.000228138303325005,1.45647510702134e-12,1.20684510481724e-06,67.2173630762148,0.162116029279662,0.402636348681613,32.9824812969589,0.0463627564311547,0.21532012546707
2.5555,2e-12,1.41421356237309e-06,0.00551330959705433,1.12500016429555e-12,1.06066024922949e-06,0.000379243001641376,1.33641848899322e-12,1.15603567807971e-06,117.045464882736,0.154582588612519,0.393169923331527,58.4712199772103,0.0462963409438304,0.215165845207436,4.79903444910679,0.00234608607145997,0.0484364126609307,0.00360128238553121,6.60752324849002e-11,8.12866732526927e-06,0.000249305972269843,1.52490025130558e-12,1.23486851579655e-06,77.5670218251186,0.168468521501783,0.41044917042404,41.2035061438994,0.04818685922782,0.219515054672385
2.5555,2e-12,1.41421356237309e-06,0.00557952270292436,1.12500018756254e-12,1.06066026019765e-06,0.000401671869938191,1.33643449821004e-12,1.15604260224701e-06,128.942620558561,0.154589977327767,0.393179319557586,72.2670317070626,0.0464868054766104,0.215607990289345,4.85745534905014,0.00259418487113944,0.0509331411866521,0.00364980653231938,8.16198911693773e-11,9.03437276015205e-06,0.000263163856532973,1.6032276165471e-12,1.26618624875928e-06,84.7640329010035,0.176378471262415,0.41997436976846,49.1190414092039,0.050560768975975,0.224857219087969
2.5555,2e-12,1.41421356237309e-06,0.00561332373626124,1.12500019015316e-12,1.06066026141888e-06,0.000415432962004571,1.33643850562698e-12,1.15604433549366e-06,136.568435779112,0.154591827993158,0.393181673012817,83.5388894348406,0.0465491710525475,0.215752569052022,4.9273835252337,0.00284182956654467,0.0533088132164342,0.0036801433114614,9.73790062204161e-11,9.86808016892932e-06,0.000271959095332537,1.68814248390004e-12,1.2992853743116e-06,89.4757091705217,0.185433109934208,0.430619449089574,55.7227669770078,0.0537393502705836,0.231817493452465
2.5555,2e-12,1.41421356237309e-06,0.00563045574639697,1.12500019044238e-12,1.06066026155522e-06,0.000423613547781526,1.33643950834309e-12,1.15604476917769e-06,141.247207082114,0.154592291250579,0.393182262126077,91.9784298134038,0.0465689521587109,0.21579840629326,5.01025927389094,0.00308900225453424,0.0555787932086892,0.00370227321200508,1.13235462715773e-10,1.06412152837809e-05,0.000277523517433331,1.77713660837829e-12,1.33309287312561e-06,92.466091284971,0.195249269395116,0.441870195187587,60.7568642950207,0.0576971698693198,0.240202351922956
2.5555,2e-12,1.41421356237309e-06,0.00563909891595394,1.12500019047486e-12,1.06066026157053e-06,0.000428362764136783,1.33643975916693e-12,1.1560448776613e-06,144.028606245174,0.154592407164397,0.393182409530738,97.9183360469409,0.0465750705172075,0.215812581925168,5.1073439280924,0.00333567329946626,0.0577552880649578,0.00372156780553552,1.29127467752415e-10,1.13634267609914e-05,0.000281156878356576,1.86851603533135e-12,1.36693673420951e-06,94.3579946841986,0.205536989579254,0.453361874862955,64.3733180512906,0.0622900988839141,0.249579844706888
2.5555,2e-12,1.41421356237309e-06,0.00564344622222878,1.12500019047856e-12,1.06066026157227e-06,0.000431069801912852,1.3364398218974e-12,1.1560449047928e-06,145.643339806768,0.154592436159756,0.393182446403392,101.910861205342,0.0465769247958664,0.215816877921692,5.21963965273065,0.00358183634698165,0.059848444816734,0.00374096159593394,1.45022711095859e-10,1.20425375687958e-05,0.000283715702624964,1.96121409930936e-12,1.40043353976879e-06,95.593350368817,0.216100478995474,0.46486608716433,66.8771043726426,0.0673493344158689,0.259517503101176
2.5555,2e-12,1.41421356237309e-06,0.00564562844919833,1.12500019047899e-12,1.06066026157247e-06,0.000432590524888263,1.33643983758379e-12,1.15604491157731e-06,146.563732651118,0.154592443411315,0.393182455625012,104.5007777524,0.0465774773922889,0.215818158161654,5.3476877398906,0.00382747399331407,0.0618665822016545,0.00376211064525075,1.60903929986417e-10,1.26847912866715e-05,0.000285740988647182,2.05458725577849e-12,1.43338315037484e-06,96.4633385337431,0.226816348953593,0.476252400470164,68.5831656938913,0.0727266708576123,0.269678829086772
2.5555,2e-12,1.41421356237309e-06,0.00564672242062714,1.12500019047904e-12,1.0606602615725e-06,0.000433434818182505,1.33643984150606e-12,1.15604491327373e-06,147.080778462702,0.15459244522478,0.39318245793115,106.134113536529,0.0465776397613005,0.215818534332204,5.49142823683855,0.00407256442799908,0.0638166469504555,0.00378599082249257,1.76761942103022e-10,1.32951849217309e-05,0.000287567022421047,2.14825858667331e-12,1.4656938925551e-06,97.1519253036321,0.237610257628589,0.487452826054572,69.7560392575187,0.0783089495293477,0.279837362640066
2.5555,2e-12,1.41421356237309e-06,0.00564727035898956,1.12500019047905e-12,1.0606602615725e-06,0.000433899040653747,1.33643984248661e-12,1.15604491369783e-06,147.367838181942,0.15459244567793,0.393182458507408,107.140872927848,0.0465776868994014,0.215818643539898,5.65011844588844,0.00431712076713212,0.0657048001833361,0.00381318574126467,1.92591722964956e-10,1.38777419980686e-05,0.000289398498242632,2.24201112312155e-12,1.49733467305127e-06,97.7727738234859,0.248438651147391,0.498436205694762,70.5956308925402,0.0840167764157293,0.289856475545621
2.5555,2e-12,1.41421356237309e-06,0.00564754464572011,1.12500019047905e-12,1.0606602615725e-06,0.000434152226441757,1.33643984273177e-12,1.15604491380386e-06,147.525673822722,0.154592445791565,0.393182458651915,107.74978841572,0.0465777004431214,0.215818674917444,5.8221556152621,0.00456113039421039,0.0675361413926676,0.00384401603004594,2.08390509996287e-10,1.44357372515673e-05,0.000291360251564487,2.33572155516321e-12,1.52830676081839e-06,98.3954932137328,0.259276498334089,0.509192005371342,71.2436920239546,0.0897975029388857,0.299662314846037
2.5555,2e-12,1.41421356237309e-06,0.00564768189493516,1.12500019047905e-12,1.0606602615725e-06,0.000434289368825459,1.33643984279313e-12,1.1560449138304e-06,147.611756989721,0.154592445819734,0.393182458687737,108.112275914936,0.0465777042993527,0.215818683851405,6.00508230680509,0.00480456809325742,0.0693149918362357,0.0038785844567474,2.24156382048037e-10,1.49718529931347e-05,0.000293526902868728,2.42931861302533e-12,1.55862715651477e-06,99.0624874956113,0.270109418345412,0.519720519457729,71.7966598159825,0.0956175029784738,0.309220799718379
2.5555,2e-12,1.41421356237309e-06,0.00564775055482595,1.12500019047905e-12,1.0606602615725e-06,0.00043436321883332,1.33643984280854e-12,1.15604491383706e-06,147.658385400489,0.154592445826951,0.393182458696914,108.325166343253,0.0465777053887549,0.215818686375288,6.19571928824021,0.00504743989683309,0.0710453369112505,0.00391678897143589,2.39888089679534e-10,1.54883210736198e-05,0.000295939755645101,2.52276134269079e-12,1.5883202897057e-06,99.7991402120912,0.280929208156104,0.530027554147994,72.3183579054532,0.101455897988591,0.318521424693208
2.5555,2e-12,1.41421356237309e-06,0.00564778489653243,1.12500019047905e-12,1.0606602615725e-06,0.000434402784602236,1.33643984281233e-12,1.1560449138387e-06,147.683494402265,0.154592445828646,0.39318245869907,108.448754020217,0.046577705694338,0.21581868708325,6.3902904462918,0.00528974118236564,0.072730606915972,0.00395832334770595,2.55585037544401e-10,1.59870271640603e-05,0.000298615663108296,2.61602699802255e-12,1.61741367560144e-06,100.619534394571,0.291731275580533,0.540121537786203,72.850049892524,0.107300017482753,0.327566813768967
2.5555,2e-12,1.41421356237309e-06,0.00564780207130603,1.12500019047905e-12,1.0606602615725e-06,0.00043442388832149,1.33643984281319e-12,1.15604491383907e-06,147.696946765303,0.154592445829168,0.393182458699733,108.519780943623,0.0465777057793169,0.215818687280126,6.5846903070223,0.00553145746341622,0.0743737686514285,0.00400267708811985,2.71246429218302e-10,1.64695606868642e-05,0.000301551108171557,2.70910062869239e-12,1.64593457606686e-06,101.529348014152,0.3025128115984,0.55001164678432,73.417515462713,0.113142192624126,0.336366158559577
2.5555,2e-12,1.41421356237309e-06,0.00564781065999962,1.12500019047905e-12,1.0606602615725e-06,0.000434435100749376,1.33643984281347e-12,1.1560449138392e-06,147.704122028328,0.154592445829211,0.393182458699789,108.560238349369,0.0465777058031444,0.215818687335329,6.77482154606914,0.00577257926198081,0.0759774918115939,0.00404915566831283,2.86871363459154e-10,1.69372773331239e-05,0.000304724636453415,2.80197143589234e-12,1.6739090285593e-06,102.527365008191,0.313271985172751,0.55970705299536,74.0357174306553,0.118977778626427,0.344931556437544
2.5555,2e-12,1.41421356237309e-06,0.00564781495478201,1.12500019047905e-12,1.0606602615725e-06,0.000434441037297728,1.33643984281359e-12,1.15604491383925e-06,147.707934254474,0.154592445829211,0.393182458699789,108.583104277019,0.0465777058095492,0.215818687350167,6.95691115401198,0.00601310375099643,0.0775442051413027,0.00409692215844815,3.02459583988854e-10,1.73913652134861e-05,0.000308099029796129,2.89463417861999e-12,1.7013624477518e-06,103.606361888059,0.324007834963014,0.569216861102177,74.7117317439497,0.124804073270986,0.353276199695063
2.5555,2e-12,1.41421356237309e-06,0.00564781710231841,1.12500019047905e-12,1.0606602615725e-06,0.000434444170755785,1.33643984281354e-12,1.15604491383923e-06,147.709952680897,0.154592445829211,0.393182458699789,108.595941457464,0.0465777058113527,0.215818687354345,7.12778070723396,0.00625303892959454,0.0790761590467983,0.00414504671460028,3.1801050804875e-10,1.78328491287497e-05,0.000311623336248748,2.98708356599472e-12,1.72831813217206e-06,104.753635206143,0.334719560448683,0.57854953154305,75.4464174071283,0.130619385305295,0.361413039755479
2.5555,2e-12,1.41421356237309e-06,0.005647818176135,1.12500019047905e-12,1.0606602615725e-06,0.000434445820082438,1.33643984281364e-12,1.15604491383927e-06,147.711018057257,0.154592445829298,0.393182458699899,108.603100481414,0.0465777058118302,0.215818687355452,7.28499444897216,0.00649237945865665,0.0805753030317395,0.00419257902947665,3.33524360713096e-10,1.82626493344503e-05,0.000315236611822514,3.07931918742606e-12,1.75479890227515e-06,105.95195685285,0.345406961423181,0.587713332691357,76.2355889916736,0.136422828902995,0.369354611319522
2.5555,2e-12,1.41421356237309e-06,0.00564781871305943,1.12500019047905e-12,1.0606602615725e-06,0.000434446686046337,1.33643984281356e-12,1.15604491383923e-06,147.711578827414,0.154592445829298,0.393182458699899,108.60707146054,0.046577705812138,0.215818687356165,7.42691886389477,0.00673109078673732,0.0820432251117502,0.0042386078979264,3.49000505302967e-10,1.86815552163884e-05,0.000318871500899405,3.17133703309882e-12,1.78082481819488e-06,107.180498224331,0.356069527499893,0.596715616939839,77.0707534294479,0.142213710419866,0.377112331301784
2.5555,2e-12,1.41421356237309e-06,0.00564781898152703,1.12500019047905e-12,1.0606602615725e-06,0.000434447139679277,1.33643984281362e-12,1.15604491383926e-06,147.711873255669,0.154592445829255,0.393182458699844,108.609262178711,0.0465777058120709,0.215818687356009,7.55280249101526,0.00696919838905346,0.0834817248806795,0.00428232420363012,3.64437745646559e-10,1.90902526344352e-05,0.000322459086126579,3.26313038057471e-12,1.80641367924812e-06,108.416295676119,0.366706494026625,0.605562956286648,77.9399622593144,0.147991410479638,0.38469651737394
2.5555,2e-12,1.41421356237309e-06,0.00564781911576261,1.12500019047905e-12,1.0606602615725e-06,0.000434447376821401,1.3364398428136e-12,1.15604491383925e-06,147.712027491153,0.154592445829298,0.393182458699899,108.610467734316,0.0465777058121695,0.215818687356238,7.66254492697025,0.00720666827948712,0.0848920978624461,0.00432307746030638,3.79836486141041e-10,1.94893941963582e-05,0.000325934361674545,3.35470045224358e-12,1.83158413736404e-06,109.636102711231,0.377317936368613,0.614262107221838,78.8289220732191,0.153755787219595,0.392117058057406
2.5555,2e-12,1.41421356237309e-06,0.005647819182881,1.12500019047905e-12,1.0606602615725e-06,0.000434447500555371,1.33643984281359e-12,1.15604491383925e-06,147.712108119347,0.154592445829168,0.393182458699733,108.611126633219,0.0465777058120867,0.215818687356046,7.75669935109901,0.00744353742485589,0.0862759376932867,0.00436038984260288,3.95196344424833e-10,1.98795458807497e-05,0.000329239508224389,3.44604489311431e-12,1.85635257780259e-06,110.817721044554,0.387903560975847,0.622819043523756,79.7218766404924,0.159506599935081,0.399382773708483
2.5555,2e-12,1.41421356237309e-06,0.0056478192164404,1.12500019047905e-12,1.0606602615725e-06,0.000434447565003826,1.33643984281359e-12,1.15604491383925e-06,147.712150188508,0.154592445829298,0.393182458699899,108.611486063077,0.046577705811992,0.215818687355826,7.83612413077463,0.00767973120940767,0.087634075617922,0.00439396496196052,4.10516654505142e-10,2.0261210588342e-05,0.000332327133447508,3.5371597151537e-12,1.8807338235789e-06,111.941458003246,0.39846291490837,0.631239189933871,80.6027646492641,0.165243566622683,0.406501619458869
2.5555,2e-12,1.41421356237309e-06,0.00564781923322016,1.12500019047905e-12,1.0606602615725e-06,0.000434447598518812,1.3364398428136e-12,1.15604491383925e-06,147.712172100911,0.154592445829124,0.393182458699678,108.611682523006,0.0465777058119051,0.215818687355625,7.90213857788787,0.00791535822986618,0.0889682990163697,0.00442368135575102,4.25797422791572e-10,2.06348594080884e-05,0.000335162379646041,3.62804465988044e-12,1.90474267550251e-06,112.991277825758,0.408995933056475,0.639527898575562,81.4563647937278,0.170966602999136,0.413481079372606
2.5555,2e-12,1.41421356237309e-06,0.00564781924161007,1.12500019047905e-12,1.0606602615725e-06,0.000434447615921676,1.3364398428136e-12,1.15604491383925e-06,147.712183496447,0.154592445829298,0.393182458699899,108.611786491503,0.0465777058120709,0.215818687356009,7.95596883775802,0.00815029494078799,0.0902789839375033,0.00444956213936095,4.41037852073528e-10,2.10009012205079e-05,0.000337722873427483,3.71869531274651e-12,1.92839189812302e-06,113.955239318883,0.419502124959275,0.647689837004777,82.2691142729605,0.176675439450971,0.420327776206821
2.5555,2e-12,1.41421356237309e-06,0.00564781924580503,1.12500019047905e-12,1.0606602615725e-06,0.000434447624945797,1.3364398428136e-12,1.15604491383925e-06,147.712189413538,0.154592445829298,0.393182458699899,108.611843961301,0.046577705812063,0.215818687355991,7.99900610088282,0.00838453405551683,0.0915671013820839,0.0044717500279039,4.5623748073864e-10,2.13597163075412e-05,0.000339998437868552,3.80910889642522e-12,1.95169385315044e-06,114.825775356131,0.429981170113821,0.655729494619405,83.0298647851555,0.182369894189177,0.427047882782688
2.5555,2e-12,1.41421356237309e-06,0.00564781924790251,1.12500019047905e-12,1.0606602615725e-06,0.000434447629619202,1.3364398428136e-12,1.15604491383925e-06,147.712192482061,0.154592445829341,0.393182458699955,108.611872143325,0.0465777058123195,0.215818687356585,8.03271987861171,0.00861818656185695,0.0928341885398744,0.00449047530740233,4.71396282762624e-10,2.17116623675531e-05,0.000341989595143479,3.89928474260735e-12,1.97466066517955e-06,115.599465696918,0.440432971973946,0.663651242727643,83.7302896217946,0.188049893640234,0.433647199506966
2.5555,2e-12,1.41421356237309e-06,0.00564781924895125,1.12500019047905e-12,1.0606602615725e-06,0.000434447632036577,1.3364398428136e-12,1.15604491383925e-06,147.712194070998,0.154592445829255,0.393182458699844,108.611890600267,0.0465777058121577,0.21581868735621,8.05831449908793,0.0088511734395647,0.0940806751653319,0.00450602389550902,4.86514314225777e-10,2.20570694840855e-05,0.000343705480638385,3.9892228232798e-12,1.99730388856573e-06,116.276493273726,0.45085749650647,0.671459229221306,84.3649685173074,0.193715396566424,0.440131112927073
2.5555,2e-12,1.41421356237309e-06,0.00564781924947562,1.12500019047905e-12,1.0606602615725e-06,0.0004344476332856,1.3364398428136e-12,1.15604491383925e-06,147.712194892905,0.154592445829255,0.393182458699844,108.611899412892,0.0465777058121577,0.21581868735621,8.07696767999181,0.00908350011919876,0.0953073980297372,0.00451870608812909,5.01590473443297e-10,2.23962156053941e-05,0.000345161309564922,4.07891713636828e-12,2.01963292119342e-06,116.859849370607,0.461254075092418,0.679156885478177,84.9311851068848,0.19936606156877,0.446504268253698
2.5555,2e-12,1.41421356237309e-06,0.00564781924973781,1.12500019047905e-12,1.0606602615725e-06,0.00043444763393028,1.3364398428136e-12,1.15604491383925e-06,147.712195317573,0.154592445829255,0.393182458699844,108.611904121377,0.0465777058121577,0.21581868735621,8.08974347536292,0.00931518812313514,0.09651522223533,0.00452884742329937,5.16625370717291e-10,2.2729394420382e-05,0.000346377132316731,4.16837054815396e-12,2.04165877368231e-06,117.354874630401,0.471623001405702,0.686748135349272,85.4287927961561,0.205002000878102,0.452771466501702
2.5555,2e-12,1.41421356237309e-06,0.0056478192498689,1.12500019047905e-12,1.0606602615725e-06,0.000434447634262704,1.3364398428136e-12,1.15604491383925e-06,147.712195536764,0.154592445829255,0.393182458699844,108.611906631747,0.0465777058121577,0.21581868735621,8.09749832609197,0.00954616114274261,0.0977044581518295,0.00453675619227274,5.31617080840348e-10,2.30568228696052e-05,0.000347374768729294,4.25757280867488e-12,2.06338867125776e-06,117.768146789446,0.481963143407808,0.694235654088587,85.8595171852793,0.21062265833426,0.458936442586836
2.5555,2e-12,1.41421356237309e-06,0.00564781924993445,1.12500019047905e-12,1.0606602615725e-06,0.000434447634433958,1.3364398428136e-12,1.15604491383925e-06,147.712195649788,0.154592445829255,0.393182458699844,108.611907967517,0.0465777058121577,0.21581868735621,8.10110635330613,0.00977650797742524,0.0988762255419635,0.00454273711105531,5.46567408604317e-10,2.33787811616499e-05,0.000348178025312387,4.34653277729296e-12,2.0848339927421e-06,118.107427219301,0.492275453901545,0.701623441670491,86.2268753014003,0.216228463593265,0.465003724278919
2.5555,2e-12,1.41421356237309e-06,0.00564781924996722,1.12500019047905e-12,1.0606602615725e-06,0.000434447634522106,1.3364398428136e-12,1.15604491383925e-06,147.712195708015,0.154592445829255,0.393182458699844,108.611908676955,0.0465777058121577,0.21581868735621,8.10116359637906,0.0100061194651514,0.100030592646207,0.00454705478531408,5.61474007335742e-10,2.36954427545835e-05,0.000348809373141137,4.43523794760773e-12,2.10600046239495e-06,118.380430191277,0.502558534756195,0.708913629969262,86.5352178535707,0.221818736828226,0.470976365466703
2.5555,2e-12,1.41421356237309e-06,0.00564781924998361,1.12500019047905e-12,1.0606602615725e-06,0.000434447634567441,1.3364398428136e-12,1.15604491383925e-06,147.712195737985,0.154592445829255,0.393182458699844,108.611909053081,0.0465777058121577,0.21581868735621,8.0982894056729,0.0102350360075363,0.1011683547733,0.00454996067510976,5.76338426587845e-10,2.40070495185861e-05,0.000349291287605612,4.52369616047499e-12,2.1268982487357e-06,118.59514660784,0.512813231633257,0.716109790209055,86.7897979710658,0.227393854213672,0.476858316708089
2.5555,2e-12,1.41421356237309e-06,0.0056478192499918,1.12500019047905e-12,1.0606602615725e-06,0.000434447634590738,1.3364398428136e-12,1.15604491383925e-06,147.712195753399,0.154592445829255,0.393182458699844,108.611909252162,0.0465777058121577,0.21581868735621,8.09303090279615,0.0104633266277102,0.10229040339988,0.00455167088529578,5.91160420020021e-10,2.43137907373577e-05,0.000349644163953821,4.6119058231233e-12,2.14753482465903e-06,118.759048453561,0.523039351008431,0.723214595406115,86.9960632183187,0.232953707157983,0.482652781156375
2.5555,2e-12,1.41421356237309e-06,0.0056478192499959,1.12500019047905e-12,1.0606602615725e-06,0.000434447634602702,1.3364398428136e-12,1.15604491383925e-06,147.71219576132,0.154592445829255,0.393182458699844,108.61190935737,0.0465777058121577,0.21581868735621,8.0857638052274,0.0106909440187092,0.103397021324162,0.00455237211620292,6.0593923541867e-10,2.46158330230498e-05,0.000349886407422309,4.69986310516694e-12,2.16791676619905e-06,118.879035680921,0.533236456988573,0.730230413628858,87.1594604203638,0.238498067786747,0.488362639630375
2.5555,2e-12,1.41421356237309e-06,0.00564781924999794,1.12500019047905e-12,1.0606602615725e-06,0.000434447634608842,1.3364398428136e-12,1.15604491383925e-06,147.712195765388,0.154592445829255,0.393182458699844,108.611909412886,0.0465777058121577,0.21581868735621,8.07681618529578,0.0109178628070316,0.104488577399788,0.00455222732956088,6.20674775722498e-10,2.49133453338266e-05,0.000350034560964784,4.78756722951653e-12,2.1880510116349e-06,118.961418859879,0.543404473453489,0.737159734015287,87.2852860611641,0.244026880133276,0.493990769279423
