spt_Gin_1,spt_Gin_2,spt_Gin_3,spt_k_1,spt_k_2,spt_k_3,spt_Npatch_1,spt_Npatch_2,spt_Npatch_3,spt_Nisg_1,spt_Nisg_2,spt_Nisg_3,spt_Ninsulin_1,spt_Ninsulin_2,spt_Ninsulin_3,spt_S_1,spt_S_2,spt_S_3,spt_I_1,spt_I_2,spt_I_3,meta_spt_Gin_1,meta_spt_Gin_2,meta_spt_Gin_3,meta_spt_k_1,meta_spt_k_2,meta_spt_k_3,meta_spt_Npatch_1,meta_spt_Npatch_2,meta_spt_Npatch_3,meta_spt_Nisg_1,meta_spt_Nisg_2,meta_spt_Nisg_3,meta_spt_Ninsulin_1,meta_spt_Ninsulin_2,meta_spt_Ninsulin_3,meta_spt_S_1,meta_spt_S_2,meta_spt_S_3,meta_spt_I_1,meta_spt_I_2,meta_spt_I_3
2.55550000708266,0.000200000000409782,0.0141421356382189,9.99999840304649,0.00499999992995863,0.0707106776233875,5.99996806092239,0.0999999719834052,0.316227721718709,299.999992608688,0.9999999974073,0.99999999870365,1.79999680609209e-06,9.99999999999994e-09,9.99999999999997e-05,34.0000000000103,0.000100000000000002,0.0100000000000001,25,0.0001,0.01,4.23647244901695,0.000619118692171624,0.024882095815498,9.86950209474785,0.00499109744804059,0.0706476995240509,3.39004166005629,0.0964389792411784,0.310546259422293,298.956016667621,0.999430236678801,0.999715077749056,1.53900416601433e-06,9.99999996438983e-09,9.99999998219492e-05,33.9999162978623,8.33333090864505e-05,0.0091287079636962,25,0.0001,0.01
2.55549999861847,0.000199999999902975,0.0141421356203006,9.99999680609298,0.00999999971983451,0.0999999985991725,5.99993612184478,0.199999887933621,0.44721347020592,299.999985217376,1.9999999896292,1.41421355870646,1.79999361218419e-06,1.99999999999998e-08,0.000141421356237309,33.3989668902934,2.61820096533186,1.61808558652868,25.0000000000038,0.000138516435986159,0.0117693005733629,4.06386998119573,0.000765624558608898,0.0276699215504652,9.73900417047258,0.00996438979236454,0.0998217901681018,0.780083409349567,0.185755916945744,0.430994103144978,297.912033370936,1.99772094671217,1.41340756567671,1.27800834095249e-06,1.99999998575593e-08,0.000141421355733706,35.7626199692179,0.110794016507031,0.332857351589283,24.9999692271509,0.000136263693377818,0.0116732040750523
2.55550000700959,0.000200000000409782,0.0141421356382189,9.9999952071456,0.0149999993694666,0.122474484565017,5.99990414289068,0.299999747786255,0.547722327266522,299.999977881474,2.99999997672046,1.73205080084865,1.79999041428849e-06,2.99999999999995e-08,0.000173205080756886,33.3388475264716,2.6816919499774,1.63758723431071,24.7790319771381,0.35402343914837,0.594998688358529,3.93704354376088,0.000879740009327814,0.0296604114827798,9.63361697707147,0.0149282212170611,0.122181100081236,-1.32766045871808,0.271288486824284,0.520853613623141,297.06893582726,2.99540615789379,1.73072417152295,1.06723395415445e-06,2.99999997128852e-08,0.000173205079928059,36.2693865671763,0.136983215373653,0.370112436124015,25.6480065170236,0.0151095126085807,0.122920757435759
2.55550000464438,0.000200000000282209,0.0141421356337086,9.99999363429782,0.0199999988832149,0.141421352288878,5.99987268592626,0.399999553285317,0.632455178874611,299.999970594461,3.99999995873203,1.99999998968301,1.79998726859204e-06,3.9999999999999e-08,0.000199999999999998,33.3328178635718,2.71537277048648,1.64783881811495,24.6464452495691,0.493668103112858,0.7026151885014,3.82392466987074,0.000970371964292724,0.0311507939592673,9.54877991584102,0.0198865111347043,0.141019541676692,-3.02440168399807,0.354604453881379,0.595486736948338,296.390239340663,3.99273671262439,1.99818335310461,8.9755983163539e-07,3.99999995460451e-08,0.000199999998865113,39.6788451892816,0.143596258297677,0.378940969410378,26.1583365509368,0.0296073769289621,0.172067942769599
2.55550000361318,0.000200000000265371,0.0141421356331132,9.9999920384672,0.0249999982541985,0.15811387748771,5.99984076930689,0.499999301678376,0.70710628739842,299.999963326649,4.99999993566307,2.23606796311362,1.79998407692985e-06,4.99999999999985e-08,0.000223606797749976,33.3321980561255,2.74832907726145,1.65780851646427,24.5779350593765,0.544044150730289,0.737593486095348,3.72569430110008,0.00104447036244058,0.0323182666991994,9.47794720125891,0.0248419993620766,0.157613449178922,-4.44105597519936,0.43679974482991,0.660908272629349,295.823577627708,4.98988795917808,2.23380571204796,7.55894402523993e-07,4.99999993679984e-08,0.00022360679633678,40.4694105965324,0.145525647196954,0.381478239480254,27.6669791907964,0.037645398693564,0.194024221924903
2.5554999909728,0.000199999999482352,0.0141421356054293,9.99999047525646,0.0299999974936607,0.173205073521709,5.99980950508682,0.5999989974629,0.774596022106298,299.999956038988,5.99999990745669,2.44948972389285,1.79998095050753e-06,5.99999999999978e-08,0.000244948974278313,33.3321188673913,2.7812354878093,1.66770365707139,24.5434523221576,0.570090263456947,0.755043219595373,3.6435100530228,0.00110723683177256,0.0332751683958558,9.41787814513521,0.0297965246949075,0.172616698771896,-5.64243709839205,0.518609877963817,0.720145733837129,295.343025182019,5.98697758048188,2.44683010862665,6.35756290213413e-07,5.99999991861001e-08,0.000244948972616952,39.7592310283428,0.146933599754937,0.383319187825156,28.7119491528629,0.0411765887248592,0.202920153569967
2.55550000541648,0.000200000000312384,0.0141421356347754,9.99998891457618,0.0349999965970358,0.187082860243893,5.99977829148901,0.699998638812523,0.836659213068572,299.999948840699,6.99999987436526,2.64575128732186,1.79997782914595e-06,6.9999999999997e-08,0.000264575131106453,33.3320970706962,2.81413722088718,1.67753903706804,24.5261818954507,0.58994881056504,0.768081252580116,3.57688653757587,0.00116236734217424,0.0340935087982191,9.36695350894909,0.03475121939006,0.186416789453257,-6.66092982178336,0.600487756023624,0.774911450440387,294.935628096121,6.98407804097414,2.64274063066623,5.33907017882838e-07,6.99999990048796e-08,0.000264575129225858,38.7551781044666,0.14876999896462,0.385707141448821,28.9733388874506,0.0426807418755347,0.206593179644282
2.55550000194241,0.000200000000096001,0.0141421356271251,9.99998742862589,0.0399999955890408,0.199999988972602,5.99974857248949,0.799998235614177,0.894426204677713,299.999942091909,7.99999983745055,2.82842709601123,1.7999748572445e-06,7.99999999999962e-08,0.000282842712474612,33.3320771838555,2.84703831311904,1.68731689765706,24.5175386260259,0.608254948260029,0.779907012572671,3.52421241093996,0.00121239211566265,0.0348194215296959,9.32408443811664,0.0397066937129384,0.199265385134846,-7.51831123807423,0.682677485174645,0.826242994024545,294.592675533107,7.98122839764154,2.82510679402417,4.48168876262073e-07,7.99999988267776e-08,0.000282842710400635,37.9959379219518,0.151078948675142,0.388688755529591,28.7348965822008,0.043590769848032,0.208784026802895
2.55550000715846,0.000200000000432823,0.0141421356390335,9.99998585538383,0.0449999944167424,0.2121320211961,5.99971710764011,0.89999776669431,0.948682120994335,299.999934767563,8.99999979402255,2.99999996567042,1.79997171075939e-06,8.99999999999952e-08,0.000299999999999992,33.3320593523127,2.87993942054944,1.69703842636207,24.5132094900656,0.626172672254877,0.791310730531867,3.48340290137635,0.00125900223295692,0.0354824214641126,9.28827342496237,0.0446632041034534,0.211336707893951,-8.23453150123938,0.765281641380371,0.874803773071636,294.306187431298,8.97844506263812,2.99640535686314,3.76546849951624e-07,8.99999986528196e-08,0.000299999997754699,37.5936190268211,0.153654015205116,0.391987264085348,28.3365430189424,0.0445076927881776,0.21096846396601
2.55550000225443,0.000200000000131037,0.0141421356283638,9.9999843016558,0.0499999931148443,0.223606782354302,5.99968603305134,0.999997245934548,0.999998622966326,299.99992804066,9.99999974751519,3.16227762024702,1.79996860330255e-06,9.9999999999994e-08,0.000316227766016829,33.3320402750523,2.91284047336857,1.70670456534474,24.5110384101189,0.643993270844022,0.802491913257712,3.45233175226815,0.00130331375669129,0.0361014370446841,9.25851712788317,0.049620788897413,0.222757242076241,-8.82965744332379,0.848315558963878,0.921040476289657,294.068137057953,9.97573048945557,3.15843798252484,3.1703425575029e-07,9.99999984831599e-08,0.000316227763618503,37.4853543387402,0.156282863442399,0.395326274667393,27.9894549763488,0.045590710914159,0.213519813867845
