spt_Gin_1,spt_Gin_2,spt_Gin_3,spt_k_1,spt_k_2,spt_k_3,spt_Npatch_1,spt_Npatch_2,spt_Npatch_3,spt_Nisg_1,spt_Nisg_2,spt_Nisg_3,spt_Ninsulin_1,spt_Ninsulin_2,spt_Ninsulin_3,spt_S_1,spt_S_2,spt_S_3,spt_I_1,spt_I_2,spt_I_3,meta_spt_Gin_1,meta_spt_Gin_2,meta_spt_Gin_3,meta_spt_k_1,meta_spt_k_2,meta_spt_k_3,meta_spt_Npatch_1,meta_spt_Npatch_2,meta_spt_Npatch_3,meta_spt_Nisg_1,meta_spt_Nisg_2,meta_spt_Nisg_3,meta_spt_Ninsulin_1,meta_spt_Ninsulin_2,meta_spt_Ninsulin_3,meta_spt_S_1,meta_spt_S_2,meta_spt_S_3,meta_spt_I_1,meta_spt_I_2,meta_spt_I_3
2.55550000657053,0.000200000000363942,0.0141421356365983,9.99999864400941,0.00499999994054205,0.0707106776982236,5.99997288020141,0.0999999762168347,0.31622772841235,299.999993728305,0.999999997799788,0.999999998899894,1.79999728801905e-06,9.99999999999995e-09,9.99999999999997e-05,34.0000000000039,0.000100000000000001,0.01,25,0.0001,0.01,4.58349719723052,0.000699999937350377,0.0264575119266793,10.0000002917399,0.00499999999852328,0.0707106781082128,6.00000583476954,0.0999999994092809,0.316227765082829,300.000002343339,0.999999999907329,0.999999999953664,1.80000058348702e-06,9.99999999999999e-09,0.0001,34.0000000000448,0.0001,0.01,25,0.0001,0.01
2.55549999722079,0.000199999999788385,0.0141421356162492,9.99999728801881,0.00999999976216821,0.0999999988108411,5.99994576040281,0.199999904867339,0.447213489138397,299.99998745661,1.99999999119915,1.41421355926153,1.79999457603811e-06,1.99999999999998e-08,0.000141421356237309,33.398972283403,2.61820097004519,1.61808558798513,25.0000000000014,0.000138516435986159,0.0117693005733629,4.60442633566846,0.000949994604944451,0.0308219824953628,10.0000005834798,0.00999999999409312,0.0999999999704656,6.00001166953889,0.199999997637124,0.447213592858182,300.000004686679,1.99999999962932,1.41421356224204,1.80000116697401e-06,2e-08,0.000141421356237309,69.9029426675585,2.78020098288104,1.66739346972484,25.0000000000165,0.000138516435986159,0.0117693005733629
2.55550001156861,0.000200000000649951,0.0141421356467102,9.99999594067744,0.0149999994659523,0.122474484958918,5.99991881356976,0.299999786381016,0.547722362498571,299.999981211943,2.99999998022509,1.73205080186035,1.79999188135566e-06,2.99999999999995e-08,0.000173205080756886,33.3388562437083,2.68169196534782,1.63758723900372,24.7790339658589,0.354023439953819,0.594998689035378,4.62790865665889,0.00119998409934283,0.0346407866443998,10.0000008741586,0.0149999999867329,0.122474487084996,6.00001748161193,0.299999994692846,0.54772255266042,300.000007021061,2.99999999916741,1.73205080732853,1.80000174820064e-06,2.99999999999999e-08,0.000173205080756888,73.8699814665628,2.94251004414696,1.71537460752658,38.1996124459835,0.375920065202966,0.613123205565542
2.55550000049176,0.000200000000031441,0.0141421356248426,9.99999460434627,0.0199999990534086,0.141421352890604,5.99989208695176,0.399999621363664,0.632455232695298,299.999975028738,3.99999996494424,1.99999999123606,1.79998920869361e-06,3.99999999999991e-08,0.000199999999999998,33.3328294145521,2.71537280771781,1.64783882941197,24.6464493630056,0.493668105492506,0.702615190194822,4.65147958969543,0.00144981475272457,0.0380764330357318,10.0000011635346,0.019999999976466,0.141421356154104,6.00002327141292,0.399999990585805,0.632455524591101,300.000009346828,3.99999999852306,1.99999999963077,1.80000232736101e-06,3.99999999999999e-08,0.0002,74.6893929245464,3.07599517405609,1.75385152565891,46.2578884374718,0.547533442556535,0.739955027387837
2.55549999509809,0.000199999999714475,0.0141421356136361,9.99999325440485,0.0249999985208553,0.158113878330953,5.99986508812962,0.499999408342456,0.707106362821362,299.999968502303,4.99999994474778,2.23606796514502,1.79998650881104e-06,4.99999999999986e-08,0.000223606797749976,33.3322128569041,2.74832916262432,1.65780854220996,24.5779412461987,0.544044157836523,0.737593490912523,4.67837421232195,0.00169938901804081,0.0412236463457662,10.0000014521365,0.0249999999633156,0.158113882892413,6.0000290432056,0.499999985325305,0.707106770809971,300.00001166329,4.99999999769773,2.23606797698499,1.80000290419199e-06,4.99999999999999e-08,0.000223606797749979,75.1954822249058,3.20883318879708,1.79132163186768,50.5882446620014,0.638901051041055,0.799312861801344
2.5555000064702,0.000200000000321176,0.0141421356350862,9.99999193603449,0.0299999978781229,0.173205074631556,5.99983872072954,0.599999151249596,0.774596121375259,299.999962383953,5.99999992082125,2.44948972662088,1.79998387207067e-06,5.99999999999979e-08,0.000244948974278314,33.3321370294656,2.78123556184762,1.66770367926908,24.5434606039963,0.57009027604192,0.755043227929315,4.71090653793992,0.00194865327700073,0.044143553062715,10.0000017394148,0.0299999999473047,0.17320508060477,6.0000347944914,0.599999978920502,0.774596655634726,300.000013971449,5.99999999669286,2.44948974210811,1.80000347843809e-06,5.99999999999998e-08,0.000244948974278317,75.7301091343379,3.34150012440918,1.82797705795483,52.9395598773093,0.711886439202474,0.843733630479711
2.55550000236659,0.000200000000132136,0.0141421356284027,9.99999063914622,0.0349999971261476,0.187082861658003,5.99981278298541,0.699998850459667,0.836659339552047,299.99995648894,6.99999989313626,2.64575129086924,1.79998127829459e-06,6.99999999999972e-08,0.000264575131106454,33.332116086493,2.8141372341112,1.67753904100954,24.5261926735153,0.589948831699162,0.768081266337854,4.75047781214961,0.00219756383511455,0.0468781807999686,10.0000020253527,0.0349999999284565,0.187082869147489,6.00004050815867,0.699999971380688,0.836660009430765,300.000016266719,6.99999999550993,2.64575131021605,1.80000405109827e-06,6.99999999999996e-08,0.000264575131106458,76.3692765679724,3.47399877060855,1.86386661824513,54.3118428634895,0.782030996595575,0.884325164515618
2.55550000038307,0.000200000000023413,0.0141421356245587,9.99998931492352,0.03999999625104,0.1999999906276,5.99978629854941,0.79999850041675,0.894426352707002,299.99995045229,7.99999986091107,2.82842710015851,1.79997862984956e-06,7.99999999999964e-08,0.000282842712474613,33.3320992891605,2.84703838481936,1.6873169189039,24.5175508803429,0.608254976070212,0.779907030401837,4.79834143880942,0.00244608670328763,0.0494579286190559,10.0000023113678,0.0399999999067952,0.199999999766988,6.00004622661916,0.799999962715417,0.8944271701572,300.00001855528,7.99999999415036,2.82842712371211,1.80000462200589e-06,7.99999999999995e-08,0.000282842712474618,77.1458087603669,3.60631401166981,1.89902975534082,55.2328707718395,0.852363448436461,0.923235315852064
2.55550000054665,0.000200000000046436,0.0141421356253727,9.99998801117834,0.0449999952678697,0.212132023202226,5.99976022365027,0.899998107148528,0.948682300429669,299.999944005269,8.99999982318826,2.99999997053138,1.79997602235937e-06,8.99999999999953e-08,0.000299999999999992,33.3320845462419,2.87993953188996,1.69703845916643,24.5132238011029,0.626172709620035,0.791310754141529,4.85586441147906,0.00269418548322066,0.0519055438582495,10.0000025963767,0.0449999998823437,0.212132034078646,6.0000518839526,0.899999952933995,0.948683273244551,300.000020840859,8.99999999261571,2.99999999876929,1.80000518952469e-06,8.99999999999995e-08,0.000299999999999999,78.0844616992916,3.73843250921602,1.933502653015,55.9788292460022,0.923158330058491,0.960811287432912
2.55549999922786,0.000199999999948814,0.0141421356219213,9.99998673831412,0.0499999941835558,0.223606784744014,5.99973476635414,0.999997673423265,0.999998836710956,299.999938149452,9.99999978299147,3.16227762585632,1.7999734766314e-06,9.99999999999943e-08,0.000316227766016829,33.332069023212,2.91284063466377,1.70670461259814,24.5110549073383,0.643993319546343,0.802491943602142,4.924541889368,0.00294183129858383,0.054238651334485,10.0000028772763,0.0499999998551248,0.223606797426028,6.00005756184786,0.999999942045605,0.999999971022802,300.000023123044,9.99999999090735,3.16227765873071,1.8000057572159e-06,9.99999999999997e-08,0.000316227766016837,79.2137502409448,3.87033831471915,1.96731754292975,56.6969918555846,0.99423580340624,0.997113736444464
